Title,Series_Title,Issue_Number,Image_url,Condition,Grade,Publisher,Publication_Year,Format,Tradition,Features,Era,Type,Genre,Character,Series,Universe,Sale_Price,Sell_Method,Num_of_Bids,Shipping_Price,Time_of_Sale,Sellers_Location,Sellers_Handle,Sellers_Feedback_Score
Official Marvel Index To The Amazing Spider-Man 3,,3,https://i.ebayimg.com/images/g/HWgAAOSwDZph5wGC/s-l500.jpg,--,,Marvel Comics,1985,Softcover,US Comics,,Copper Age (1984-1991),Comic Book,Superheroes,Spider-Man,The Official Marvel Index to,Marvel (MCU),US $3.00,buy_it_now,,$6.50,"Dec 05, 2022","Fair Oaks, California, United States",worldsofwonder,7479
Amazing Spider-Man #799 NM 2nd Print 1st Goblin Normie App 2018 Marvel Comic,Amazing Spider-Man,799,https://i.ebayimg.com/images/g/ze0AAOSwUTVjgTvT/s-l500.jpg,Like New,9.4 Near Mint,Marvel,2018,Single Issue,US Comics,,Modern Age (1992-Now),Comic Book,Superheroes,"Spider-Man, Green Goblin, Red Goblin",,"Disney, Marvel (MCU)",US $29.95,buy_it_now,,$3.99,"Dec 05, 2022","Largo, Florida, United States",ceejs_collectibles,318
"Spider-man: Venom Returns TPB (Marvel, 1990) NM 9.4 Bagley Cover, Venom Story",,,https://i.ebayimg.com/images/g/ik8AAOSwHlhfRvcM/s-l500.jpg,Brand New,9.4 NM,Marvel,1990,Trade Paperback,US Comics,"1st Edition, TPB",Copper Age (1984-1991),Comic Book,Superheroes,"Spider-Man, Venom",Spider-man,Marvel (MCU),US $30.00,best_offer_accepted,,FREE,"Dec 05, 2022","Erie, Pennsylvania, United States",tjctoy,1904
Super Spider-Man with the Super-Heroes 1975/6 joblot 20 x Comics,Super Spider-Man with the Super-Heroes,,https://i.ebayimg.com/images/g/J7MAAOSwditjVEsj/s-l500.jpg,Acceptable,3.0 Good/Very Good,Marvel Comics,1975,Mixed Lot,UK Comics,,,,Superheroes,"Doctor Strange, Iron Man (Tony Stark), Thor (Donald Blake), Spider.Man",,Marvel (MCU),GBP 38.00,buy_it_now,,GBP 26.22,"Dec 05, 2022","Kettering, United Kingdom",fudg3e,879
Official Marvel Index To The Amazing Spider-Man 8,,8,https://i.ebayimg.com/images/g/S94AAOSwr85h5wS8/s-l500.jpg,--,,Marvel Comics,1985,Softcover,US Comics,,Copper Age (1984-1991),Comic Book,Superheroes,Spider-Man,The Official Marvel Index to,Marvel (MCU),US $3.00,buy_it_now,,$6.50,"Dec 05, 2022","Fair Oaks, California, United States",worldsofwonder,7479
Official Marvel Index To Marvel Team-Up Featuring Spider-Man 2,,2,https://i.ebayimg.com/images/g/06gAAOSwLvFh5wbA/s-l500.jpg,--,,Marvel Comics,1985,Softcover,US Comics,,Copper Age (1984-1991),Comic Book,Superheroes,Spider-Man,The Official Marvel Index to,Marvel (MCU),US $3.00,buy_it_now,,$6.50,"Dec 05, 2022","Fair Oaks, California, United States",worldsofwonder,7479
Amazing Spider-Man 269,,269,https://i.ebayimg.com/images/g/onUAAOSwBDZht62K/s-l500.jpg,--,,Marvel Comics,1985,Softcover,US Comics,,Copper Age (1984-1991),Comic Book,Superheroes,Spider-Man,Amazing Spider-Man,Marvel (MCU),US $3.00,buy_it_now,,$6.50,"Dec 05, 2022","Fair Oaks, California, United States",worldsofwonder,7479
Miles Morales Spider-Man #8 1st Appearance of Assessor Marvel 2019 NM,Miles Morales: Spider-Man,8,https://i.ebayimg.com/images/g/DIMAAOSw85Riu0TK/s-l500.jpg,Brand New,9.4 Near Mint,Marvel Comics,2019,Single Issue,US Comics,"First Printing, Boarded, First Character Appearance",Modern Age (1992-Now),Cover Variant - A,Superheroes,Spider-Man,,Marvel (MCU),US $49.95,buy_it_now,,$8.95,"Dec 05, 2022","Spring Hill, Florida, United States",mycave,11437
THOR 28 Main + Smallwood Beyond Amazing Spiderman Var Marvel NM,Thor,28,https://i.ebayimg.com/images/g/5NEAAOSw6a5jTEl3/s-l500.png,Brand New,,Marvel Comics,2021,Softcover,US Comics,"1st Edition, Boarded, Commercial Comic, Variant Cover",Modern Age (1992-Now),Cover Variant - A,Superheroes,Thor,,Marvel (MCU),US $7.25,buy_it_now,,$5.95,"Dec 05, 2022","Spring Hill, Florida, United States",mycave,11437
SPIDER-MAN 2099 EXODUS 2 Stegman Main + Lashley Frame Var Marvel NM 6/15 PreSale,Spider-Man 2099,1,https://i.ebayimg.com/images/g/ZWgAAOSw8GBiLn0S/s-l500.jpg,Brand New,9.4 Near Mint,Marvel Comics,2022,Softcover,US Comics,"1st Edition, Boarded, Commercial Comic",Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US $7.95,buy_it_now,,$5.95,"Dec 05, 2022","Spring Hill, Florida, United States",mycave,11437
AMAZING SPIDER-MAN 9 Main + Gleason Variant Marvel NM ,Amazing Spider-Man,9,https://i.ebayimg.com/images/g/DX0AAOSw-bpjHgFm/s-l500.jpg,Brand New,9.4 Near Mint,Marvel Comics,2022,Softcover,US Comics,"1st Edition, Boarded, Commercial Comic, Variant Cover",Modern Age (1992-Now),"Cover Variant - A, Cover Variant - D","Action, Superheroes","Spider-Man, Predator",,Marvel (MCU),US $7.99,buy_it_now,,$5.95,"Dec 05, 2022","Spring Hill, Florida, United States",mycave,11437
SPIDER-MAN 1 Arthur Adams Variant 1st Print Marvel Comics NM 10/5 PreSale,Spider-Man,1,https://i.ebayimg.com/images/g/x0QAAOSwMWpi4F7c/s-l500.jpg,Brand New,,Marvel Comics,2022,Single Issue,US Comics,"First Printing, Boarded",Modern Age (1992-Now),Cover Variant - B,Superheroes,"Spider-Man, Venom",,Marvel (MCU),US $4.95,buy_it_now,,$5.55,"Dec 05, 2022","Spring Hill, Florida, United States",mycave,11437
AMAZING SPIDER-MAN 3 Main Cover A 1st Print Marvel NM ,Amazing Spider-Man,3,https://i.ebayimg.com/images/g/bWUAAOSw4xRinANv/s-l500.jpg,Brand New,9.4 Near Mint,Marvel Comics,2022,Softcover,US Comics,"1st Edition, Boarded, Commercial Comic, Variant Cover",Modern Age (1992-Now),Cover Variant - A,Superheroes,Spider-Man,,Marvel (MCU),US $4.00,buy_it_now,,$5.55,"Dec 05, 2022","Spring Hill, Florida, United States",mycave,11437
AMAZING SPIDER-MAN 10 Main + Martin Beyond Variant Marvel NM ,Amazing Spider-Man,10,https://i.ebayimg.com/images/g/nqsAAOSwvghjMGiT/s-l500.jpg,Brand New,9.4 Near Mint,Marvel Comics,2022,Softcover,US Comics,"First Printing, 1st Edition, Boarded, Commercial Comic, Variant Cover",Modern Age (1992-Now),"Cover Variant - A, Cover Variant - B","Action, Superheroes","Spider-Man, Predator",,Marvel (MCU),US $7.75,buy_it_now,,$5.95,"Dec 05, 2022","Spring Hill, Florida, United States",mycave,11437
SPIDER-MAN 2099 EXODUS 3 Stegman Main + Lashley Frame Var Marvel NM ,Spider-Man 2099,3,https://i.ebayimg.com/images/g/5VIAAOSwUqBiuceY/s-l500.jpg,Brand New,9.4 Near Mint,Marvel Comics,2022,Softcover,US Comics,"1st Edition, Boarded, Commercial Comic",Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US $8.16,buy_it_now,,$5.95,"Dec 05, 2022","Spring Hill, Florida, United States",mycave,11437
Official Marvel Index To The Amazing Spider-Man 5,,5,https://i.ebayimg.com/images/g/srwAAOSweDBh5wMS/s-l500.jpg,--,,Marvel Comics,1985,Softcover,US Comics,,Copper Age (1984-1991),Comic Book,Superheroes,Spider-Man,The Official Marvel Index to,Marvel (MCU),US $5.00,buy_it_now,,$6.50,"Dec 05, 2022","Fair Oaks, California, United States",worldsofwonder,7479
Spectacular Spider-Man 35,Spectacular Spider-Man,35,https://i.ebayimg.com/images/g/MPsAAOSw9fVjUw6z/s-l500.jpg,--,,Marvel Comics,1979,Softcover,US Comics,,Bronze Age (1970-83),Comic Book,Superheroes,Spider-Man (Peter Parker),,Marvel (MCU),US $3.00,buy_it_now,,$6.50,"Dec 05, 2022","Fair Oaks, California, United States",worldsofwonder,7479
Web of Spider-Man 95,Web of Spider-Man,95,https://i.ebayimg.com/images/g/GhUAAOSwYj1i5D1V/s-l500.jpg,--,,Marvel Comics,1992,Softcover,US Comics,,Modern Age (1992-Now),Comic Book,Superheroes,"Spider-Man (Peter Parker), Venom",,Marvel (MCU),US $3.00,buy_it_now,,$6.50,"Dec 05, 2022","Fair Oaks, California, United States",worldsofwonder,7479
Marvel Comic Books Lot of 18 | 1980s GI Joe Flash Captain America Spiderman Lot2,Spider-Man,,https://i.ebayimg.com/images/g/3F4AAOSw26VjhO1h/s-l500.jpg,Very Good,,Marvel Comics,1980,,US Comics,,,,,,,,US $12.50,highest_bidder,4,$4.16,"Dec 05, 2022","Tuckerton, New Jersey, United States",miczimm_91,855
Super Spider-Man and the Titans #222 Marvel UK 1977 FN+,,,https://i.ebayimg.com/images/g/hdgAAOSwWRdieBOD/s-l500.jpg,Very Good,,,1977,,US Comics,,,,,Spider-Man,Marvels,,C $6.00,buy_it_now,,C $6.00,"Dec 05, 2022","Lac du Bonnet, Manitoba, Canada",komicz*stuff,589
THE AMAZING SPIDER-MAN #31 MARVEL DEC 2019 LGY#832 ABSOLUTE CARNAGE Tie In,Absolute Carnage,31,https://i.ebayimg.com/images/g/j~AAAOSw0CFjTGOx/s-l500.jpg,--,9.4 Near Mint,Marvel Comics,2019,Single Issue,US Comics,First Printing,Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man (Peter Parker),,Marvel (MCU),US $6.99,buy_it_now,,$4.99,"Dec 05, 2022","Grand Blanc, Michigan, United States",joylynnthomas,431
Spider-Man 2099 #1 CGC 9.4 WHITE.  1992 first issue,Spider-Man 2099,1,https://i.ebayimg.com/images/g/3hoAAOSwT3ZiRLCl/s-l500.jpg,Brand New,9.4 Near Mint,Marvel,1992,Single Issue,US Comics,1st Edition,Modern Age (1992-Now),Comic Book,Superheroes,"Spider-Man, Spider-Man 2099",,Marvel (MCU),US $65.00,best_offer_accepted,,$7.00,"Dec 05, 2022","Rogers City, Michigan, United States",krp-lifetime-collections,744
The Amazing Spider-Man #513 - Dec 2004 - Vol.2     (5714),The Amazing Spider-Man - Vol.2,513,https://i.ebayimg.com/images/g/fpcAAOSwio9jZIUQ/s-l500.jpg,--,8.0 Very Fine,Marvel Comics,2004,Single Issue,,,Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,,US $3.00,buy_it_now,,$6.99,"Dec 05, 2022","Grants Pass, Oregon, United States",ourstuffboutique,1985
The Amazing Spider-Man (2022) #1 Eminem Variant (Signed) - RARE 💎 SOLD OUT,Amazing Spider-Man,,https://i.ebayimg.com/images/g/ENkAAOSwVbRjfTnU/s-l500.jpg,Brand New,,,2022,,US Comics,,,,,,,,"C $2,250.00",buy_it_now,,C $100.00,"Dec 05, 2022","Vancouver, British Columbia, Canada",minion_world,64
The Amazing Spider-Man v4 #1A Dec 2015 1st Spider-Man MK IV armor Alex Ross NM,Amazing Spider-Man,1,https://i.ebayimg.com/images/g/HPAAAOSw5FdjboIp/s-l500.jpg,Like New,9.6 Near Mint+,Marvel Comics,2015,Single Issue,US Comics,,Modern Age (1992-Now),Cover Variant - A,Superheroes,Spider-Man,,Marvel (MCU),US $6.00,buy_it_now,,$4.75,"Dec 05, 2022","Chester, Maryland, United States",cmcmahon1,10561
BLIP #2 CGC 9.0  White Pages  1983 Spider-Man Cvr Donkey Kong Rare Key App !!,Blip,2,https://i.ebayimg.com/images/g/lgIAAOSwDLFjRejP/s-l500.jpg,--,9.0 Very Fine/Near Mint,Marvel Comics,1983,Single Issue,US Comics,1st Edition,Bronze Age (1970-83),Comic Book,"Superheroes, Video Games",Spider-Man,,Marvel (MCU),US $69.99,buy_it_now,,$9.99,"Dec 05, 2022","Burton, Michigan, United States",lanciv0,450
Amazing Spider-Man #62 - Medusa App - Marvel Comics 1968,Amazing Spider-Man,,https://i.ebayimg.com/images/g/oCkAAOSwDWFjjhL5/s-l500.jpg,Good,,Marvel Comics,1968,Single Issue,US Comics,,Silver Age (1956-69),Comic Book,,"Medusa, Spider-Man (Peter Parker)",,,US $30.00,best_offer_accepted,,FREE,"Dec 05, 2022","Joplin, Missouri, United States",the417clubhouse,2324
Secret Wars II 1-6 + 9 Comic Book Lot - Limited Series,Secret Wars II,1,https://i.ebayimg.com/images/g/yr0AAOSw6PljetrY/s-l500.jpg,Very Good,8.0 Very Fine,,1985,,US Comics,,Copper Age (1984-1991),Comic Book,War,"Captain America (Steve Rogers), Doctor Strange, Spider-Man (Peter Parker), Thor (Odinson), Wolverine (Logan), X-men, Fantastic Four, The Hulk, Beyonder, She Hulk",,Marvel (MCU),US $18.50,highest_bidder,7,$9.01,"Dec 05, 2022","Woodbridge, California, United States",lolliandpopking,192
THE AMAZING SPIDER-MAN KING-SIZE SPECIAL #7 DECEMBER 1970 MARVEL COMICS GROUP,The Amazing Spider-Man,7,https://i.ebayimg.com/images/g/Z-0AAOSwpZdixxVQ/s-l500.jpg,Good,,Marvel Comics,1970,Single Issue,US Comics,,Bronze Age (1970-83),Comic Book,,,,,US $12.98,buy_it_now,,$4.95,"Dec 05, 2022","Winter Garden, Florida, United States",sets_collectibles,1348
Amazing Spiderman Vol 1 Issue 50,Amazing Spider-Man,,https://i.ebayimg.com/images/g/uC4AAOSwlQtjh4L1/s-l500.jpg,Very Good,,,1967,,US Comics,,Silver Age (1956-69),,,,,,GBP 350.00,highest_bidder,1,GBP 41.65,"Dec 05, 2022","Birmingham, United Kingdom",cptbritain1,541
LOT OF 2 SPIDER-MAN FAR FROM HOME 1 & 2 COMPLETE SET - VERY FINE 8.0,Spider-Man,,https://i.ebayimg.com/images/g/epUAAOSwDVljcyik/s-l500.jpg,Like New,8.0 Very Fine,Marvel Comics,,,US Comics,,Modern Age (1992-Now),,Superheroes,"HYPERION, SPIDERMAN",,Marvel (MCU),US $3.99,buy_it_now,,$3.95,"Dec 05, 2022","Azusa, California, United States",comic32,10533
ULTIMATE SPIDER-MAN #1 MARVEL COMIC FIRST PRINT 2000 SERIES - CGC 9.8,ULTIMATE SPIDER-MAN 2000 SERIES,#1,https://i.ebayimg.com/images/g/fk8AAOSweiBjh4bc/s-l500.png,--,9.8 Near Mint/Mint,Marvel,2000,,US Comics,,,Comic Book,,Spider-Man,,,US $307.19,highest_bidder,3,$16.90,"Dec 05, 2022","Naples, Florida, United States",hper7447,612
Venom Vol 5 #4 Cover D 2nd Print Humberto Ramos Variant Cover 2022 Bedlam,Venomized,4,https://i.ebayimg.com/images/g/4CAAAOSwmdVjTeJb/s-l500.jpg,Like New,,Marvel,2022,,US Comics,Variant Cover,Modern Age (1992-Now),Comic Book,,Venom,,,US $3.24,buy_it_now,,$4.95,"Dec 05, 2022","Turlock, California, United States",the_comic_book_bin,5709
Marvel Comics Amazing Spider-man #2 2022 Vol. 6 NM / M Free Combined Shipping,Amazing Spider-Man,2,https://i.ebayimg.com/images/g/MnUAAOSwpeNjjcG5/s-l500.jpg,--,9.6 Near Mint+,Marvel Comics,2022,,US Comics,Boarded,Modern Age (1992-Now),Comic Book,Superheroes,"Iron Fist, Iron Man, Ms. Marvel",,,US $3.00,buy_it_now,,$3.00,"Dec 05, 2022","Lexington, Kentucky, United States",s.i.l.v.e.r._s.u.r.f.e.r,5961
Amazing Spiderman (Volume 6) #11 CGC 9.8 John Romita Jr Hobgoblin free shipping,Strange,4,https://i.ebayimg.com/images/g/UJcAAOSwbxZjfUUc/s-l500.jpg,--,9.8 NM/MT,Marvel,,,US Comics,,,,,Silver Surfer,,,US $40.49,buy_it_now,,FREE,"Dec 05, 2022","Los Angeles, California, United States",gobiascomics,10978
SPECTACULAR SPIDER-MAN #179  MARVEL COMICS 1991 VF+,,,https://i.ebayimg.com/images/g/0E0AAOSw7gpidm6w/s-l500.jpg,--,,,,,,,,,,,,,US $9.00,buy_it_now,,FREE,"Dec 05, 2022","Miami, Florida, United States",pandpcomics,10972
Spectacular Spider-Man Comic Lot Of 42 Marvel Comics Copper-modern Age,Spider-Man,,https://i.ebayimg.com/images/g/B54AAOSwJLZjihUr/s-l500.jpg,Good,,Amazing Comics,,Mixed Lot,US Comics,,Modern Age (1992-Now),Comic Book,Fantasy,Spider-Man,,Marvel (MCU),US $59.99,best_offer_accepted,,,"Dec 05, 2022","Lansing, Michigan, United States",manofmargarin,1430
MILES MORALES SPIDER-MAN 38 Main Cover + Jen Bartel Variant NM ,Miles Morales: Spider-Man,38,https://i.ebayimg.com/images/g/8LUAAOSwdjNilo~e/s-l500.jpg,Brand New,9.4 Near Mint,Marvel Comics,2022,Softcover,US Comics,"1st Edition, Boarded, Commercial Comic, Variant Cover",Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US $7.95,buy_it_now,,$5.95,"Dec 05, 2022","Spring Hill, Florida, United States",mycave,11437
Amazing Spider-Man by JMS - Ultimate Collection Book 1 ,,1,https://i.ebayimg.com/images/g/3P8AAOSwMF9iTHWF/s-l500.jpg,--,,"Marvel Worldwide, Incorporated",2009,Trade Paperback,US Comics,,,,Comics & Graphic Novels,Spider-Man,Amazing Spider-Man,Marvel (MCU),US $69.95,buy_it_now,,FREE,"Dec 05, 2022","Oneida, New York, United States",empire-text,117
AMAZING SPIDER-MAN 4 Main Covr + Bazaldua Skrull Variant Marvel NM ,Amazing Spider-Man,4,https://i.ebayimg.com/images/g/FzoAAOSwdgRiucaD/s-l500.jpg,Brand New,9.4 Near Mint,Marvel Comics,2022,Softcover,US Comics,"1st Edition, Boarded, Commercial Comic, Variant Cover",Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US $7.95,buy_it_now,,$5.95,"Dec 05, 2022","Spring Hill, Florida, United States",mycave,11437
AMAZING SPIDER-MAN #21.  MIKE MAYHEW SPIDER-WOMAN VIRGIN VARIANT. Ltd 1000 nm nm,Amazing Spider-Man,21,https://i.ebayimg.com/images/g/I74AAOSwToJjZpKH/s-l500.jpg,Brand New,,Marvel,,,US Comics,,,Virgin Variant,,Spider-Man,,,US $8.99,highest_bidder,1,$5.99,"Dec 05, 2022","Reading, Pennsylvania, United States",justcomicsv2,230
Super Spider-Man and the Titans #219 Marvel UK 1977 FN+,,,https://i.ebayimg.com/images/g/uegAAOSw1RlieBNL/s-l500.jpg,Very Good,,,1977,,US Comics,,,,,Spider-Man,Marvels,,C $6.00,buy_it_now,,C $6.00,"Dec 05, 2022","Lac du Bonnet, Manitoba, Canada",komicz*stuff,589
Amazing Spider-Man 64 (CGC 6.0) Vulture appearance John Romita 1968 Marvel,Amazing Spider-Man,64,https://i.ebayimg.com/images/g/QBkAAOSwPWdjgTSb/s-l500.jpg,Very Good,6.0 Fine,Marvel Comics,1968,,US Comics,,,,,Spider-Man (Peter Parker),,,US $110.00,best_offer_accepted,,$12.00,"Dec 05, 2022","Plano, Texas, United States",halo3_42,60
THE AMAZING SPIDER-MAN #3 (NM) INHYUK LEE Fan Expo VIRGIN LE 1000 Marvel 2022,The Amazing Spider-Man,3,https://i.ebayimg.com/images/g/r0AAAOSw6NFi-Ceq/s-l500.jpg,Brand New,,Marvel Comics,2022,,US Comics,,Modern Age (1992-Now),,,Spider-Man,,,US $22.95,buy_it_now,,$3.95,"Dec 05, 2022","Chicago, Illinois, United States",bigernbaggin,11245
AMAZING SPIDER-MAN #345 - 1991 - CARNAGE SYMBIOTE INFECTS CLETUS - KEY 🔥📖,The Amazing Spider-Man,345,https://i.ebayimg.com/images/g/kb0AAOSw~41jh46R/s-l500.jpg,Good,,Marvel Comics,1991,Single Issue,US Comics,"First Printing, 1st Edition, Boarded, First Character Appearance, Key Issue",Copper Age (1984-1991),Comic Book,"Action, Adventure, Superheroes","Carnage, Spider-Man (Peter Parker), Mary Jane Watson Parker, May Parker, Silver Sable, Cardiac, Boomerang, Cletus Kasady, Justin Hammer, Venom (Eddie Brock)",,"Disney, Marvel (MCU)",US $6.50,highest_bidder,4,$4.99,"Dec 05, 2022","New York, New York, United States",stand-upcomics,181
The Amazing Spider-Man #300 1988 CGC 8.5 SS Todd Mcfarlane Newsstand,The Amazing Spider-Man,300,https://i.ebayimg.com/images/g/edoAAOSwfbVjeR4l/s-l500.png,--,8.5 Very Fine+,Marvel Comics,1988,,US Comics,,Copper Age (1984-1991),Comic Book,,,,,US $850.00,buy_it_now,,FREE,"Dec 05, 2022","Douglasville, Georgia, United States",austinvintagetoys,2655
"Amazing Spiderman #54 (Marvel, Dec 2020)",Amazing Spider-Man,54,https://i.ebayimg.com/images/g/nhIAAOSw6rZja~X4/s-l500.jpg,Very Good,,Marvel Comics,2020,Single Issue,US Comics,,Modern Age (1992-Now),Comic Book,"Superheroes, Action, Adventure",Spider-Man (Peter Parker),,Marvel (MCU),US $8.66,buy_it_now,,$6.95,"Dec 05, 2022","Mankato, Minnesota, United States",ironcomics,435
AMAZING SPIDER-MAN 1 Charest 1:25 Retailer Incentive Variant Marvel NM ,Amazing Spider-Man,1,https://i.ebayimg.com/images/g/ci0AAOSwWrJiaCD1/s-l500.jpg,Brand New,9.4 Near Mint,Marvel Comics,2022,Single Issue,US Comics,"1st Edition, Boarded, Commercial Comic, Variant Cover",Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US $15.95,buy_it_now,,$5.55,"Dec 05, 2022","Spring Hill, Florida, United States",mycave,11437
MILES MORALES SPIDER-MAN 39 Main Cover + Dauterman Hellfire Var NM ,Miles Morales: Spider-Man,39,https://i.ebayimg.com/images/g/Wm4AAOSwgoJirk16/s-l500.jpg,Brand New,9.4 Near Mint,Marvel Comics,2022,Softcover,US Comics,"1st Edition, Boarded, Commercial Comic, Variant Cover",Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US $7.95,buy_it_now,,$5.95,"Dec 05, 2022","Spring Hill, Florida, United States",mycave,11437
Spawn 300 VF SEPT 2019 Image Comics McFarlane Spider-man Homage Variant,Spawn,,https://i.ebayimg.com/images/g/rdMAAOSwf5ZjggjD/s-l500.jpg,--,,Image Comics,,,US Comics,Variant Cover,Modern Age (1992-Now),,Superheroes,Spawn,,,US $24.95,buy_it_now,,FREE,"Dec 05, 2022","Alexandria, Virginia, United States",adventure_ink,2657
Super Spider-Man and the Titans #217 Marvel UK 1977 VG/FN,,,https://i.ebayimg.com/images/g/Tw0AAOSwaWxibu85/s-l500.jpg,Very Good,,,1977,,US Comics,,,,,Spider-Man,Marvels,,C $6.00,buy_it_now,,C $6.00,"Dec 05, 2022","Lac du Bonnet, Manitoba, Canada",komicz*stuff,589
Super Spider-Man and the Titans #216 Marvel UK 1977 VG/FN,,,https://i.ebayimg.com/images/g/UF0AAOSwt2dibu1h/s-l500.jpg,Very Good,,,1977,,US Comics,,,,,Spider-Man,Marvels,,C $6.00,buy_it_now,,C $6.00,"Dec 05, 2022","Lac du Bonnet, Manitoba, Canada",komicz*stuff,589
ULTIMATE SPIDER-MAN.CLO,Ultimate Spider-Man,,https://i.ebayimg.com/images/g/OMAAAOSwVRpjh1Nw/s-l500.png,Very Good,,Marvel Comics,2007,Trade Paperback,US Comics,,,Graphic Novel,Superheroes,Spider-Man (Peter Parker),,,GBP 16.80,highest_bidder,2,GBP 28.40,"Dec 05, 2022","Wisbech, United Kingdom",williamb696,2582
Marvel Tales #151 Spiderman-1983 - Reprint Amazing Spiderman #13,Amazing Spider-Man,13,https://i.ebayimg.com/images/g/hhoAAOSwzyFjWXP~/s-l500.jpg,Good,,,1983,,US Comics,Reprint,,,,,,,US $9.99,best_offer_accepted,,$5.85,"Dec 05, 2022","Holtsville, New York, United States",pickingcouple,1454
Marvel Comics Marvel Tales #145 . Reprint of Amazing Spiderman #8 Human Torch,Human Torch,8,https://i.ebayimg.com/images/g/hmcAAOSwO3djVxlQ/s-l500.jpg,Good,,,,,US Comics,Reprint,,,,,,,US $7.99,best_offer_accepted,,$5.85,"Dec 05, 2022","Holtsville, New York, United States",pickingcouple,1454
Marvel Comics The Amazing Spiderman #550 1st Appearance Menace 2008,Amazing Spider-Man,,https://i.ebayimg.com/images/g/INMAAOSwMwljeawg/s-l500.jpg,Very Good,,Marvel Comics,2008,,US Comics,,,,,,,,US $8.99,best_offer_accepted,,$5.85,"Dec 05, 2022","Holtsville, New York, United States",pickingcouple,1454
ULTIMATE SPIDER MAN Vol 19. DEATH OF A GOBLIN DIRECT EDITION ISBN 9780785121374,Ultimate Spider-Man,,https://i.ebayimg.com/images/g/EskAAOSw5QNjh0tA/s-l500.png,Very Good,9.8 Near Mint/Mint,Marvel Comics,2008,PAPERBACK,,1st.PRINTING,,,,Spider-Man,,Marvel,GBP 15.08,highest_bidder,5,GBP 28.36,"Dec 05, 2022","Wisbech, United Kingdom",williamb696,2582
The Amazing Spider-Man #549 David Finch 1st App Menace Variant,The Amazing Spider-Man,,https://i.ebayimg.com/images/g/5VIAAOSwx4FjeahT/s-l500.jpg,Very Good,,,1963,,US Comics,,,,,,,,US $14.99,best_offer_accepted,,$5.85,"Dec 05, 2022","Holtsville, New York, United States",pickingcouple,1454
The Amazing Spider-Man #549 David Finch 1st App Menace Variant,The Amazing Spider-Man,,https://i.ebayimg.com/images/g/10gAAOSwKEtjeap9/s-l500.jpg,Very Good,,,,,US Comics,,,,,,,,US $14.99,best_offer_accepted,,$5.85,"Dec 05, 2022","Holtsville, New York, United States",pickingcouple,1454
